"","non-drivers"
"4066","ENSG00000258572"
"4067","ENSG00000258573"
"4068","ENSG00000258580"
"4069","ENSG00000258584"
"4070","ENSG00000258586"
"4071","ENSG00000258592"
"4072","ENSG00000258600"
"4073","ENSG00000258601"
"4074","ENSG00000258609"
"4075","ENSG00000258630"
"4076","ENSG00000258634"
"4077","ENSG00000258637"
"4078","ENSG00000258642"
"4079","ENSG00000258647"
"4080","ENSG00000258654"
"4081","ENSG00000258657"
"4082","ENSG00000258661"
"4083","ENSG00000258663"
"4084","ENSG00000258676"
"4085","ENSG00000258690"
"4086","ENSG00000258695"
"4087","ENSG00000258700"
"4088","ENSG00000258702"
"4089","ENSG00000258703"
"4090","ENSG00000258708"
"4091","ENSG00000258710"
"4092","ENSG00000258711"
"4093","ENSG00000258716"
"4094","ENSG00000258717"
"4095","ENSG00000258719"
"4096","ENSG00000258723"
"4097","ENSG00000258725"
"4098","ENSG00000258727"
"4099","ENSG00000258729"
"4100","ENSG00000258730"
"4101","ENSG00000258731"
"4102","ENSG00000258733"
"4103","ENSG00000258735"
"4104","ENSG00000258736"
"4105","ENSG00000258738"
"4106","ENSG00000258740"
"4107","ENSG00000258742"
"4108","ENSG00000258743"
"4109","ENSG00000258744"
"4110","ENSG00000258745"
"4111","ENSG00000258752"
"4112","ENSG00000258753"
"4113","ENSG00000258757"
"4114","ENSG00000258760"
"4115","ENSG00000258768"
"4116","ENSG00000258773"
"4117","ENSG00000258776"
"4118","ENSG00000258777"
"4119","ENSG00000258779"
"4120","ENSG00000258782"
"4121","ENSG00000258784"
"4122","ENSG00000258785"
"4123","ENSG00000258791"
"4124","ENSG00000258793"
"4125","ENSG00000258803"
"4126","ENSG00000258804"
"4127","ENSG00000258807"
"4128","ENSG00000258810"
"4129","ENSG00000258819"
"4130","ENSG00000258820"
"4131","ENSG00000258827"
"4132","ENSG00000258831"
"4133","ENSG00000258837"
"4134","ENSG00000258844"
"4135","ENSG00000258845"
"4136","ENSG00000258847"
"4137","ENSG00000258850"
"4138","ENSG00000258854"
"4139","ENSG00000258858"
"4140","ENSG00000258860"
"4141","ENSG00000258866"
"4142","ENSG00000258869"
"4143","ENSG00000258871"
"4144","ENSG00000258875"
"4145","ENSG00000258891"
"4146","ENSG00000258902"
"4147","ENSG00000258903"
"4148","ENSG00000258904"
"4149","ENSG00000258909"
"4150","ENSG00000258910"
"4151","ENSG00000258926"
"4152","ENSG00000258927"
"4153","ENSG00000258928"
"4154","ENSG00000258931"
"4155","ENSG00000258938"
"4156","ENSG00000258940"
"4157","ENSG00000258942"
"4158","ENSG00000258943"
"4159","ENSG00000258944"
"4160","ENSG00000258949"
"4161","ENSG00000258955"
"4162","ENSG00000258958"
"4163","ENSG00000258964"
"4164","ENSG00000258970"
"4165","ENSG00000258979"
"4166","ENSG00000258983"
"4167","ENSG00000258998"
"4168","ENSG00000259002"
"4169","ENSG00000259005"
"4170","ENSG00000259006"
"4171","ENSG00000259007"
"4172","ENSG00000259008"
"4173","ENSG00000259026"
"4174","ENSG00000259033"
"4175","ENSG00000259039"
"4176","ENSG00000259044"
"4177","ENSG00000259048"
"4178","ENSG00000259049"
"4179","ENSG00000259053"
"4180","ENSG00000259055"
"4181","ENSG00000259058"
"4182","ENSG00000259061"
"4183","ENSG00000259067"
"4184","ENSG00000259070"
"4185","ENSG00000259071"
"4186","ENSG00000259072"
"4187","ENSG00000259073"
"4188","ENSG00000259080"
"4189","ENSG00000259081"
"4190","ENSG00000259087"
"4191","ENSG00000259093"
"4192","ENSG00000259094"
"4193","ENSG00000259108"
"4194","ENSG00000259115"
"4195","ENSG00000259118"
"4196","ENSG00000259119"
"4197","ENSG00000259125"
"4198","ENSG00000259129"
"4199","ENSG00000259130"
"4200","ENSG00000259133"
"4201","ENSG00000259135"
"4202","ENSG00000259149"
"4203","ENSG00000259150"
"4204","ENSG00000259152"
"4205","ENSG00000259153"
"4206","ENSG00000259163"
"4207","ENSG00000259168"
"4208","ENSG00000259172"
"4209","ENSG00000259175"
"4210","ENSG00000259177"
"4211","ENSG00000259181"
"4212","ENSG00000259182"
"4213","ENSG00000259188"
"4214","ENSG00000259198"
"4215","ENSG00000259200"
"4216","ENSG00000259201"
"4217","ENSG00000259202"
"4218","ENSG00000259209"
"4219","ENSG00000259211"
"4220","ENSG00000259218"
"4221","ENSG00000259219"
"4222","ENSG00000259221"
"4223","ENSG00000259222"
"4224","ENSG00000259225"
"4225","ENSG00000259230"
"4226","ENSG00000259237"
"4227","ENSG00000259240"
"4228","ENSG00000259241"
"4229","ENSG00000259242"
"4230","ENSG00000259245"
"4231","ENSG00000259252"
"4232","ENSG00000259254"
"4233","ENSG00000259265"
"4234","ENSG00000259267"
"4235","ENSG00000259269"
"4236","ENSG00000259277"
"4237","ENSG00000259278"
"4238","ENSG00000259280"
"4239","ENSG00000259281"
"4240","ENSG00000259284"
"4241","ENSG00000259289"
"4242","ENSG00000259290"
"4243","ENSG00000259291"
"4244","ENSG00000259293"
"4245","ENSG00000259294"
"4246","ENSG00000259296"
"4247","ENSG00000259306"
"4248","ENSG00000259314"
"4249","ENSG00000259319"
"4250","ENSG00000259320"
"4251","ENSG00000259321"
"4252","ENSG00000259326"
"4253","ENSG00000259327"
"4254","ENSG00000259331"
"4255","ENSG00000259334"
"4256","ENSG00000259336"
"4257","ENSG00000259341"
"4258","ENSG00000259343"
"4259","ENSG00000259347"
"4260","ENSG00000259349"
"4261","ENSG00000259351"
"4262","ENSG00000259354"
"4263","ENSG00000259356"
"4264","ENSG00000259357"
"4265","ENSG00000259361"
"4266","ENSG00000259362"
"4267","ENSG00000259363"
"4268","ENSG00000259368"
"4269","ENSG00000259375"
"4270","ENSG00000259377"
"4271","ENSG00000259380"
"4272","ENSG00000259383"
"4273","ENSG00000259385"
"4274","ENSG00000259395"
"4275","ENSG00000259398"
"4276","ENSG00000259402"
"4277","ENSG00000259407"
"4278","ENSG00000259416"
"4279","ENSG00000259422"
"4280","ENSG00000259423"
"4281","ENSG00000259432"
"4282","ENSG00000259436"
"4283","ENSG00000259439"
"4284","ENSG00000259442"
"4285","ENSG00000259443"
"4286","ENSG00000259446"
"4287","ENSG00000259447"
"4288","ENSG00000259448"
"4289","ENSG00000259457"
"4290","ENSG00000259458"
"4291","ENSG00000259459"
"4292","ENSG00000259460"
"4293","ENSG00000259462"
"4294","ENSG00000259468"
"4295","ENSG00000259469"
"4296","ENSG00000259471"
"4297","ENSG00000259476"
"4298","ENSG00000259478"
"4299","ENSG00000259483"
"4300","ENSG00000259485"
"4301","ENSG00000259488"
"4302","ENSG00000259499"
"4303","ENSG00000259518"
"4304","ENSG00000259521"
"4305","ENSG00000259527"
"4306","ENSG00000259530"
"4307","ENSG00000259534"
"4308","ENSG00000259536"
"4309","ENSG00000259541"
"4310","ENSG00000259553"
"4311","ENSG00000259554"
"4312","ENSG00000259555"
"4313","ENSG00000259572"
"4314","ENSG00000259577"
"4315","ENSG00000259582"
"4316","ENSG00000259584"
"4317","ENSG00000259591"
"4318","ENSG00000259594"
"4319","ENSG00000259595"
"4320","ENSG00000259598"
"4321","ENSG00000259602"
"4322","ENSG00000259604"
"4323","ENSG00000259605"
"4324","ENSG00000259615"
"4325","ENSG00000259616"
"4326","ENSG00000259627"
"4327","ENSG00000259635"
"4328","ENSG00000259639"
"4329","ENSG00000259644"
"4330","ENSG00000259645"
"4331","ENSG00000259647"
"4332","ENSG00000259654"
"4333","ENSG00000259664"
"4334","ENSG00000259666"
"4335","ENSG00000259668"
"4336","ENSG00000259669"
"4337","ENSG00000259670"
"4338","ENSG00000259675"
"4339","ENSG00000259681"
"4340","ENSG00000259682"
"4341","ENSG00000259684"
"4342","ENSG00000259690"
"4343","ENSG00000259697"
"4344","ENSG00000259700"
"4345","ENSG00000259701"
"4346","ENSG00000259702"
"4347","ENSG00000259708"
"4348","ENSG00000259709"
"4349","ENSG00000259712"
"4350","ENSG00000259713"
"4351","ENSG00000259721"
"4352","ENSG00000259724"
"4353","ENSG00000259727"
"4354","ENSG00000259731"
"4355","ENSG00000259732"
"4356","ENSG00000259734"
"4357","ENSG00000259737"
"4358","ENSG00000259744"
"4359","ENSG00000259767"
"4360","ENSG00000259775"
"4361","ENSG00000259776"
"4362","ENSG00000259779"
"4363","ENSG00000259782"
"4364","ENSG00000259783"
"4365","ENSG00000259786"
"4366","ENSG00000259788"
"4367","ENSG00000259789"
"4368","ENSG00000259791"
"4369","ENSG00000259793"
"4370","ENSG00000259797"
"4371","ENSG00000259805"
"4372","ENSG00000259807"
"4373","ENSG00000259814"
"4374","ENSG00000259818"
"4375","ENSG00000259821"
"4376","ENSG00000259826"
"4377","ENSG00000259827"
"4378","ENSG00000259828"
"4379","ENSG00000259831"
"4380","ENSG00000259837"
"4381","ENSG00000259841"
"4382","ENSG00000259846"
"4383","ENSG00000259847"
"4384","ENSG00000259854"
"4385","ENSG00000259862"
"4386","ENSG00000259867"
"4387","ENSG00000259868"
"4388","ENSG00000259869"
"4389","ENSG00000259871"
"4390","ENSG00000259876"
"4391","ENSG00000259881"
"4392","ENSG00000259891"
"4393","ENSG00000259895"
"4394","ENSG00000259899"
"4395","ENSG00000259905"
"4396","ENSG00000259906"
"4397","ENSG00000259907"
"4398","ENSG00000259914"
"4399","ENSG00000259915"
"4400","ENSG00000259920"
"4401","ENSG00000259921"
"4402","ENSG00000259925"
"4403","ENSG00000259926"
"4404","ENSG00000259928"
"4405","ENSG00000259935"
"4406","ENSG00000259937"
"4407","ENSG00000259940"
"4408","ENSG00000259941"
"4409","ENSG00000259946"
"4410","ENSG00000259954"
"4411","ENSG00000259964"
"4412","ENSG00000259967"
"4413","ENSG00000259969"
"4414","ENSG00000259972"
"4415","ENSG00000259977"
"4416","ENSG00000259986"
"4417","ENSG00000259992"
"4418","ENSG00000259998"
"4419","ENSG00000260000"
"4420","ENSG00000260003"
"4421","ENSG00000260005"
"4422","ENSG00000260008"
"4423","ENSG00000260011"
"4424","ENSG00000260015"
"4425","ENSG00000260019"
"4426","ENSG00000260022"
"4427","ENSG00000260029"
"4428","ENSG00000260037"
"4429","ENSG00000260046"
"4430","ENSG00000260052"
"4431","ENSG00000260057"
"4432","ENSG00000260058"
"4433","ENSG00000260059"
"4434","ENSG00000260060"
"4435","ENSG00000260064"
"4436","ENSG00000260066"
"4437","ENSG00000260072"
"4438","ENSG00000260073"
"4439","ENSG00000260077"
"4440","ENSG00000260083"
"4441","ENSG00000260088"
"4442","ENSG00000260090"
"4443","ENSG00000260091"
"4444","ENSG00000260093"
"4445","ENSG00000260094"
"4446","ENSG00000260101"
"4447","ENSG00000260102"
"4448","ENSG00000260115"
"4449","ENSG00000260118"
"4450","ENSG00000260120"
"4451","ENSG00000260121"
"4452","ENSG00000260122"
"4453","ENSG00000260123"
"4454","ENSG00000260125"
"4455","ENSG00000260131"
"4456","ENSG00000260135"
"4457","ENSG00000260137"
"4458","ENSG00000260141"
"4459","ENSG00000260142"
"4460","ENSG00000260145"
"4461","ENSG00000260151"
"4462","ENSG00000260158"
"4463","ENSG00000260160"
"4464","ENSG00000260162"
"4465","ENSG00000260163"
"4466","ENSG00000260171"
"4467","ENSG00000260173"
"4468","ENSG00000260186"
"4469","ENSG00000260188"
"4470","ENSG00000260190"
"4471","ENSG00000260192"
"4472","ENSG00000260197"
"4473","ENSG00000260198"
"4474","ENSG00000260201"
"4475","ENSG00000260202"
"4476","ENSG00000260205"
"4477","ENSG00000260206"
"4478","ENSG00000260217"
"4479","ENSG00000260219"
"4480","ENSG00000260228"
"4481","ENSG00000260236"
"4482","ENSG00000260239"
"4483","ENSG00000260249"
"4484","ENSG00000260257"
"4485","ENSG00000260262"
"4486","ENSG00000260264"
"4487","ENSG00000260267"
"4488","ENSG00000260268"
"4489","ENSG00000260271"
"4490","ENSG00000260277"
"4491","ENSG00000260278"
"4492","ENSG00000260280"
"4493","ENSG00000260281"
"4494","ENSG00000260285"
"4495","ENSG00000260289"
"4496","ENSG00000260293"
"4497","ENSG00000260296"
"4498","ENSG00000260302"
"4499","ENSG00000260303"
"4500","ENSG00000260305"
"4501","ENSG00000260306"
"4502","ENSG00000260311"
"4503","ENSG00000260316"
"4504","ENSG00000260317"
"4505","ENSG00000260322"
"4506","ENSG00000260329"
"4507","ENSG00000260331"
"4508","ENSG00000260337"
"4509","ENSG00000260338"
"4510","ENSG00000260339"
"4511","ENSG00000260340"
"4512","ENSG00000260343"
"4513","ENSG00000260349"
"4514","ENSG00000260360"
"4515","ENSG00000260361"
"4516","ENSG00000260362"
"4517","ENSG00000260364"
"4518","ENSG00000260367"
"4519","ENSG00000260368"
"4520","ENSG00000260370"
"4521","ENSG00000260372"
"4522","ENSG00000260377"
"4523","ENSG00000260381"
"4524","ENSG00000260385"
"4525","ENSG00000260388"
"4526","ENSG00000260390"
"4527","ENSG00000260391"
"4528","ENSG00000260392"
"4529","ENSG00000260393"
"4530","ENSG00000260402"
"4531","ENSG00000260409"
"4532","ENSG00000260412"
"4533","ENSG00000260416"
"4534","ENSG00000260417"
"4535","ENSG00000260419"
"4536","ENSG00000260422"
"4537","ENSG00000260425"
"4538","ENSG00000260426"
"4539","ENSG00000260430"
"4540","ENSG00000260433"
"4541","ENSG00000260436"
"4542","ENSG00000260440"
"4543","ENSG00000260442"
"4544","ENSG00000260447"
"4545","ENSG00000260448"
"4546","ENSG00000260454"
"4547","ENSG00000260455"
"4548","ENSG00000260460"
"4549","ENSG00000260464"
"4550","ENSG00000260465"
"4551","ENSG00000260469"
"4552","ENSG00000260470"
"4553","ENSG00000260476"
"4554","ENSG00000260477"
"4555","ENSG00000260484"
"4556","ENSG00000260487"
"4557","ENSG00000260492"
"4558","ENSG00000260493"
"4559","ENSG00000260495"
"4560","ENSG00000260504"
"4561","ENSG00000260505"
"4562","ENSG00000260507"
"4563","ENSG00000260509"
"4564","ENSG00000260515"
"4565","ENSG00000260517"
"4566","ENSG00000260526"
"4567","ENSG00000260532"
"4568","ENSG00000260534"
"4569","ENSG00000260541"
"4570","ENSG00000260542"
"4571","ENSG00000260551"
"4572","ENSG00000260555"
"4573","ENSG00000260558"
"4574","ENSG00000260563"
"4575","ENSG00000260564"
"4576","ENSG00000260568"
"4577","ENSG00000260569"
"4578","ENSG00000260575"
"4579","ENSG00000260577"
"4580","ENSG00000260578"
"4581","ENSG00000260580"
"4582","ENSG00000260581"
"4583","ENSG00000260585"
"4584","ENSG00000260586"
"4585","ENSG00000260588"
"4586","ENSG00000260589"
"4587","ENSG00000260594"
"4588","ENSG00000260599"
"4589","ENSG00000260600"
"4590","ENSG00000260611"
"4591","ENSG00000260612"
"4592","ENSG00000260613"
"4593","ENSG00000260618"
"4594","ENSG00000260619"
"4595","ENSG00000260626"
"4596","ENSG00000260629"
"4597","ENSG00000260634"
"4598","ENSG00000260641"
"4599","ENSG00000260645"
"4600","ENSG00000260648"
"4601","ENSG00000260657"
"4602","ENSG00000260661"
"4603","ENSG00000260669"
"4604","ENSG00000260670"
"4605","ENSG00000260672"
"4606","ENSG00000260676"
"4607","ENSG00000260683"
"4608","ENSG00000260694"
"4609","ENSG00000260695"
"4610","ENSG00000260698"
"4611","ENSG00000260701"
"4612","ENSG00000260706"
"4613","ENSG00000260710"
"4614","ENSG00000260715"
"4615","ENSG00000260719"
"4616","ENSG00000260720"
"4617","ENSG00000260725"
"4618","ENSG00000260737"
"4619","ENSG00000260738"
"4620","ENSG00000260744"
"4621","ENSG00000260751"
"4622","ENSG00000260756"
"4623","ENSG00000260757"
"4624","ENSG00000260759"
"4625","ENSG00000260761"
"4626","ENSG00000260774"
"4627","ENSG00000260779"
"4628","ENSG00000260780"
"4629","ENSG00000260785"
"4630","ENSG00000260786"
"4631","ENSG00000260790"
"4632","ENSG00000260792"
"4633","ENSG00000260793"
"4634","ENSG00000260807"
"4635","ENSG00000260808"
"4636","ENSG00000260816"
"4637","ENSG00000260827"
"4638","ENSG00000260832"
"4639","ENSG00000260834"
"4640","ENSG00000260835"
"4641","ENSG00000260838"
"4642","ENSG00000260840"
"4643","ENSG00000260845"
"4644","ENSG00000260848"
"4645","ENSG00000260853"
"4646","ENSG00000260854"
"4647","ENSG00000260855"
"4648","ENSG00000260857"
"4649","ENSG00000260862"
"4650","ENSG00000260867"
"4651","ENSG00000260868"
"4652","ENSG00000260871"
"4653","ENSG00000260877"
"4654","ENSG00000260878"
"4655","ENSG00000260880"
"4656","ENSG00000260884"
"4657","ENSG00000260886"
"4658","ENSG00000260895"
"4659","ENSG00000260896"
"4660","ENSG00000260898"
"4661","ENSG00000260899"
"4662","ENSG00000260902"
"4663","ENSG00000260907"
"4664","ENSG00000260913"
"4665","ENSG00000260917"
"4666","ENSG00000260923"
"4667","ENSG00000260930"
"4668","ENSG00000260937"
"4669","ENSG00000260942"
"4670","ENSG00000260943"
"4671","ENSG00000260947"
"4672","ENSG00000260948"
"4673","ENSG00000260951"
"4674","ENSG00000260953"
"4675","ENSG00000260957"
"4676","ENSG00000260958"
"4677","ENSG00000260959"
"4678","ENSG00000260962"
"4679","ENSG00000260963"
"4680","ENSG00000260970"
"4681","ENSG00000260971"
"4682","ENSG00000260972"
"4683","ENSG00000260973"
"4684","ENSG00000260974"
"4685","ENSG00000260976"
"4686","ENSG00000260981"
"4687","ENSG00000260986"
"4688","ENSG00000260988"
"4689","ENSG00000260992"
"4690","ENSG00000260995"
"4691","ENSG00000260997"
"4692","ENSG00000261000"
"4693","ENSG00000261002"
"4694","ENSG00000261003"
"4695","ENSG00000261009"
"4696","ENSG00000261012"
"4697","ENSG00000261018"
"4698","ENSG00000261019"
"4699","ENSG00000261020"
"4700","ENSG00000261025"
"4701","ENSG00000261028"
"4702","ENSG00000261030"
"4703","ENSG00000261033"
"4704","ENSG00000261035"
"4705","ENSG00000261036"
"4706","ENSG00000261037"
"4707","ENSG00000261039"
"4708","ENSG00000261043"
"4709","ENSG00000261051"
"4710","ENSG00000261054"
"4711","ENSG00000261055"
"4712","ENSG00000261057"
"4713","ENSG00000261060"
"4714","ENSG00000261061"
"4715","ENSG00000261065"
"4716","ENSG00000261068"
"4717","ENSG00000261078"
"4718","ENSG00000261079"
"4719","ENSG00000261080"
"4720","ENSG00000261082"
"4721","ENSG00000261083"
"4722","ENSG00000261090"
"4723","ENSG00000261095"
"4724","ENSG00000261096"
"4725","ENSG00000261097"
"4726","ENSG00000261101"
"4727","ENSG00000261103"
"4728","ENSG00000261104"
"4729","ENSG00000261114"
"4730","ENSG00000261118"
"4731","ENSG00000261121"
"4732","ENSG00000261122"
"4733","ENSG00000261123"
"4734","ENSG00000261129"
"4735","ENSG00000261135"
"4736","ENSG00000261136"
"4737","ENSG00000261146"
"4738","ENSG00000261156"
"4739","ENSG00000261158"
"4740","ENSG00000261161"
"4741","ENSG00000261166"
"4742","ENSG00000261168"
"4743","ENSG00000261175"
"4744","ENSG00000261177"
"4745","ENSG00000261182"
"4746","ENSG00000261183"
"4747","ENSG00000261184"
"4748","ENSG00000261186"
"4749","ENSG00000261187"
"4750","ENSG00000261189"
"4751","ENSG00000261191"
"4752","ENSG00000261194"
"4753","ENSG00000261195"
"4754","ENSG00000261200"
"4755","ENSG00000261202"
"4756","ENSG00000261206"
"4757","ENSG00000261207"
"4758","ENSG00000261213"
"4759","ENSG00000261215"
"4760","ENSG00000261218"
"4761","ENSG00000261220"
"4762","ENSG00000261222"
"4763","ENSG00000261227"
"4764","ENSG00000261231"
"4765","ENSG00000261235"
"4766","ENSG00000261241"
"4767","ENSG00000261248"
"4768","ENSG00000261249"
"4769","ENSG00000261250"
"4770","ENSG00000261251"
"4771","ENSG00000261253"
"4772","ENSG00000261257"
"4773","ENSG00000261261"
"4774","ENSG00000261268"
"4775","ENSG00000261275"
"4776","ENSG00000261285"
"4777","ENSG00000261286"
"4778","ENSG00000261291"
"4779","ENSG00000261292"
"4780","ENSG00000261296"
"4781","ENSG00000261302"
"4782","ENSG00000261312"
"4783","ENSG00000261313"
"4784","ENSG00000261314"
"4785","ENSG00000261316"
"4786","ENSG00000261319"
"4787","ENSG00000261325"
"4788","ENSG00000261327"
"4789","ENSG00000261329"
"4790","ENSG00000261332"
"4791","ENSG00000261334"
"4792","ENSG00000261338"
"4793","ENSG00000261340"
"4794","ENSG00000261342"
"4795","ENSG00000261346"
"4796","ENSG00000261347"
"4797","ENSG00000261350"
"4798","ENSG00000261357"
"4799","ENSG00000261359"
"4800","ENSG00000261360"
"4801","ENSG00000261364"
"4802","ENSG00000261366"
"4803","ENSG00000261368"
"4804","ENSG00000261373"
"4805","ENSG00000261379"
"4806","ENSG00000261382"
"4807","ENSG00000261386"
"4808","ENSG00000261390"
"4809","ENSG00000261392"
"4810","ENSG00000261397"
"4811","ENSG00000261398"
"4812","ENSG00000261400"
"4813","ENSG00000261402"
"4814","ENSG00000261403"
"4815","ENSG00000261404"
"4816","ENSG00000261411"
"4817","ENSG00000261416"
"4818","ENSG00000261420"
"4819","ENSG00000261423"
"4820","ENSG00000261426"
"4821","ENSG00000261432"
"4822","ENSG00000261434"
"4823","ENSG00000261435"
"4824","ENSG00000261437"
"4825","ENSG00000261438"
"4826","ENSG00000261439"
"4827","ENSG00000261441"
"4828","ENSG00000261445"
"4829","ENSG00000261446"
"4830","ENSG00000261455"
"4831","ENSG00000261460"
"4832","ENSG00000261462"
"4833","ENSG00000261465"
"4834","ENSG00000261467"
"4835","ENSG00000261468"
"4836","ENSG00000261471"
"4837","ENSG00000261472"
"4838","ENSG00000261475"
"4839","ENSG00000261478"
"4840","ENSG00000261480"
"4841","ENSG00000261488"
"4842","ENSG00000261490"
"4843","ENSG00000261498"
"4844","ENSG00000261501"
"4845","ENSG00000261502"
"4846","ENSG00000261504"
"4847","ENSG00000261505"
"4848","ENSG00000261507"
"4849","ENSG00000261513"
"4850","ENSG00000261517"
"4851","ENSG00000261519"
"4852","ENSG00000261520"
"4853","ENSG00000261523"
"4854","ENSG00000261529"
"4855","ENSG00000261535"
"4856","ENSG00000261541"
"4857","ENSG00000261543"
"4858","ENSG00000261544"
"4859","ENSG00000261555"
"4860","ENSG00000261558"
"4861","ENSG00000261560"
"4862","ENSG00000261569"
"4863","ENSG00000261584"
"4864","ENSG00000261586"
"4865","ENSG00000261595"
"4866","ENSG00000261596"
"4867","ENSG00000261600"
"4868","ENSG00000261606"
"4869","ENSG00000261610"
"4870","ENSG00000261613"
"4871","ENSG00000261615"
"4872","ENSG00000261616"
"4873","ENSG00000261617"
"4874","ENSG00000261623"
"4875","ENSG00000261625"
"4876","ENSG00000261627"
"4877","ENSG00000261630"
"4878","ENSG00000261634"
"4879","ENSG00000261642"
"4880","ENSG00000261644"
"4881","ENSG00000261645"
"4882","ENSG00000261646"
"4883","ENSG00000261648"
"4884","ENSG00000261655"
"4885","ENSG00000261659"
"4886","ENSG00000261663"
"4887","ENSG00000261664"
"4888","ENSG00000261666"
"4889","ENSG00000261670"
"4890","ENSG00000261671"
"4891","ENSG00000261675"
"4892","ENSG00000261683"
"4893","ENSG00000261684"
"4894","ENSG00000261692"
"4895","ENSG00000261693"
"4896","ENSG00000261695"
"4897","ENSG00000261696"
"4898","ENSG00000261697"
"4899","ENSG00000261710"
"4900","ENSG00000261713"
"4901","ENSG00000261715"
"4902","ENSG00000261722"
"4903","ENSG00000261723"
"4904","ENSG00000261728"
"4905","ENSG00000261729"
"4906","ENSG00000261730"
"4907","ENSG00000261734"
"4908","ENSG00000261736"
"4909","ENSG00000261737"
"4910","ENSG00000261738"
"4911","ENSG00000261742"
"4912","ENSG00000261743"
"4913","ENSG00000261749"
"4914","ENSG00000261751"
"4915","ENSG00000261754"
"4916","ENSG00000261757"
"4917","ENSG00000261758"
"4918","ENSG00000261759"
"4919","ENSG00000261761"
"4920","ENSG00000261763"
"4921","ENSG00000261770"
"4922","ENSG00000261771"
"4923","ENSG00000261773"
"4924","ENSG00000261780"
"4925","ENSG00000261781"
"4926","ENSG00000261783"
"4927","ENSG00000261789"
"4928","ENSG00000261795"
"4929","ENSG00000261798"
"4930","ENSG00000261799"
"4931","ENSG00000261800"
"4932","ENSG00000261804"
"4933","ENSG00000261807"
"4934","ENSG00000261815"
"4935","ENSG00000261816"
"4936","ENSG00000261817"
"4937","ENSG00000261821"
"4938","ENSG00000261823"
"4939","ENSG00000261826"
"4940","ENSG00000261838"
"4941","ENSG00000261839"
"4942","ENSG00000261842"
"4943","ENSG00000261864"
"4944","ENSG00000261872"
"4945","ENSG00000261879"
"4946","ENSG00000261888"
"4947","ENSG00000261889"
"4948","ENSG00000261924"
"4949","ENSG00000261959"
"4950","ENSG00000261978"
"4951","ENSG00000261997"
"4952","ENSG00000262001"
"4953","ENSG00000262003"
"4954","ENSG00000262038"
"4955","ENSG00000262052"
"4956","ENSG00000262061"
"4957","ENSG00000262075"
"4958","ENSG00000262079"
"4959","ENSG00000262094"
"4960","ENSG00000262097"
"4961","ENSG00000262119"
"4962","ENSG00000262155"
"4963","ENSG00000262160"
"4964","ENSG00000262185"
"4965","ENSG00000262188"
"4966","ENSG00000262198"
"4967","ENSG00000262202"
"4968","ENSG00000262211"
"4969","ENSG00000262223"
"4970","ENSG00000262228"
"4971","ENSG00000262231"
"4972","ENSG00000262267"
"4973","ENSG00000262292"
"4974","ENSG00000262312"
"4975","ENSG00000262319"
"4976","ENSG00000262339"
"4977","ENSG00000262352"
"4978","ENSG00000262370"
"4979","ENSG00000262380"
"4980","ENSG00000262410"
"4981","ENSG00000262412"
"4982","ENSG00000262420"
"4983","ENSG00000262456"
"4984","ENSG00000262468"
"4985","ENSG00000262514"
"4986","ENSG00000262580"
"4987","ENSG00000262585"
"4988","ENSG00000262619"
"4989","ENSG00000262652"
"4990","ENSG00000262681"
"4991","ENSG00000262691"
"4992","ENSG00000262692"
"4993","ENSG00000262703"
"4994","ENSG00000262712"
"4995","ENSG00000262714"
"4996","ENSG00000262721"
"4997","ENSG00000262728"
"4998","ENSG00000262732"
"4999","ENSG00000262772"
"5000","ENSG00000262777"
"5001","ENSG00000262786"
"5002","ENSG00000262815"
"5003","ENSG00000262823"
"5004","ENSG00000262833"
"5005","ENSG00000262848"
"5006","ENSG00000262873"
"5007","ENSG00000262877"
"5008","ENSG00000262879"
"5009","ENSG00000262880"
"5010","ENSG00000262881"
"5011","ENSG00000262884"
"5012","ENSG00000262899"
"5013","ENSG00000262921"
"5014","ENSG00000262950"
"5015","ENSG00000262966"
"5016","ENSG00000262983"
"5017","ENSG00000262995"
"5018","ENSG00000262999"
"5019","ENSG00000263033"
"5020","ENSG00000263050"
"5021","ENSG00000263063"
"5022","ENSG00000263065"
"5023","ENSG00000263069"
"5024","ENSG00000263072"
"5025","ENSG00000263080"
"5026","ENSG00000263089"
"5027","ENSG00000263096"
"5028","ENSG00000263120"
"5029","ENSG00000263146"
"5030","ENSG00000263164"
"5031","ENSG00000263171"
"5032","ENSG00000263176"
"5033","ENSG00000263207"
"5034","ENSG00000263212"
"5035","ENSG00000263220"
"5036","ENSG00000263235"
"5037","ENSG00000263271"
"5038","ENSG00000263272"
"5039","ENSG00000263305"
"5040","ENSG00000263316"
"5041","ENSG00000263321"
"5042","ENSG00000263327"
"5043","ENSG00000263331"
"5044","ENSG00000263335"
"5045","ENSG00000263394"
"5046","ENSG00000263412"
"5047","ENSG00000263424"
"5048","ENSG00000263427"
"5049","ENSG00000263438"
"5050","ENSG00000263443"
"5051","ENSG00000263477"
"5052","ENSG00000263499"
"5053","ENSG00000263501"
"5054","ENSG00000263531"
"5055","ENSG00000263547"
"5056","ENSG00000263551"
"5057","ENSG00000263567"
"5058","ENSG00000263571"
"5059","ENSG00000263574"
"5060","ENSG00000263585"
"5061","ENSG00000263586"
"5062","ENSG00000263590"
"5063","ENSG00000263603"
"5064","ENSG00000263609"
